Country or Area,Year,Area,City,Reliability,Source Year,Value,Value Footnotes
China,2000,Total,Shenzhen,"Final figure, complete",2002,3554439,
Republic of Korea,2006,Total,Busan (Pusan),"Final figure, complete",2007,3554003,
Japan,2004,Total,Yokohama,"Final figure, complete",2004,3552857,"12,13"
"China, Hong Kong SAR",2005,Total,HONG KONG SAR,"Final figure, complete",2006,3549200,
Colombia,2005,Total,"BOGOTÃÅ, D.C.","Final figure, complete",2008,3538222,
Colombia,2005,Total,"BOGOTÃÅ, D.C.","Final figure, complete",2008,3530902,
Republic of Korea,2007,Total,Busan (Pusan),"Final figure, complete",2008,3525220,
Republic of Korea,2005,Total,Busan (Pusan),"Final figure, complete",2007,3523582,
Japan,2003,Total,Yokohama,"Final figure, complete",2003,3523065,"12,13"
India,2001,Total,Ahmedabad,"Final figure, complete",2007,3520085,5
"China, Hong Kong SAR",2004,Total,HONG KONG SAR,"Final figure, complete",2005,3516700,
Germany,2012,Total,BERLIN,"Final figure, complete",2012,3501872,
United States of America,2000,Total,Atlanta (GA),"Final figure, complete",2002,3499840,"3,4"
Republic of Korea,2008,Total,Busan (Pusan),"Final figure, complete",2008,3497649,
Egypt,1996,Total,CAIRO,"Final figure, complete",1996,3486260,
China,2000,Total,Haerbin,"Final figure, complete",2002,3481504,
Republic of Korea,2009,Total,Busan (Pusan),"Final figure, complete",2009,3471154,
Germany,2015,Total,BERLIN,"Final figure, complete",2015,3469849,54
Germany,2011,Total,BERLIN,"Final figure, complete",2011,3460725,
Australia,2001,Total,Sydney,"Final figure, complete",2009,3455110,"46,50"
China,2000,Total,Shenzhen,"Final figure, complete",2002,3454392,
Republic of Korea,2010,Total,Busan (Pusan),"Final figure, complete",2011,3445562,
Saudi Arabia,2010,Total,Jiddah,"Final figure, complete",2016,3430697,
Republic of Korea,2013,Total,Busan (Pusan),"Final figure, complete",2013,3430473,18
Japan,2000,Total,Yokohama,"Final figure, complete",2009,3426651,"12,13"
Canada,2001,Total,MontrÃ©al,"Final figure, complete",2009,3426350,55
"China, Hong Kong SAR",2001,Total,HONG KONG SAR,"Final figure, complete",2002,3423045,
Germany,2014,Total,BERLIN,"Final figure, complete",2014,3421829,
Republic of Korea,2011,Total,Busan (Pusan),"Final figure, complete",2012,3420679,18
Republic of Korea,2014,Total,Busan (Pusan),"Final figure, complete",2014,3416651,18
Mexico,2007,Total,Monterrey,"Final figure, complete",2009,3412476,
Mexico,2005,Total,Monterrey,"Final figure, complete",2007,3412476,"1,2"
China,2000,Total,Dongguan,"Final figure, complete",2002,3410035,
Republic of Korea,2015,Total,Busan (Pusan),"Final figure, complete",2015,3400069,18
Bangladesh,1991,Total,DHAKA,Provisional figure,1991,3397187,
Germany,1999,Total,BERLIN,"Final figure, complete",1999,3386667,
Germany,2013,Total,BERLIN,"Final figure, complete",2013,3375222,
Australia,2006,Total,Melbourne,"Final figure, complete",2011,3371888,
"China, Hong Kong SAR",2015,Total,HONG KONG SAR,"Final figure, complete",2016,3367000,
Brazil,2010,Total,Rio de Janeiro,"Final figure, complete",2012,3360629,
Brazil,2010,Total,Rio de Janeiro,"Final figure, complete",2012,3360629,
India,2001,Total,Chennai (Madras),"Final figure, complete",2007,3355524,5
"China, Hong Kong SAR",2014,Total,HONG KONG SAR,"Final figure, complete",2015,3345100,
Thailand,2000,Total,BANGKOK,"Final figure, complete",2000,3343433,30
Thailand,2000,Total,BANGKOK,"Final figure, complete",2000,3343433,30
Egypt,1996,Total,Alexandria,"Final figure, complete",1996,3339076,
Australia,2001,Total,Melbourne,"Final figure, complete",2009,3338704,"46,50"
"China, Hong Kong SAR",2013,Total,HONG KONG SAR,"Final figure, complete",2014,3330700,
"China, Hong Kong SAR",2012,Total,HONG KONG SAR,"Final figure, complete",2013,3327300,
Egypt,1996,Total,CAIRO,"Final figure, complete",1996,3314732,
"China, Hong Kong SAR",2010,Total,HONG KONG SAR,"Final figure, complete",2011,3310500,
"China, Hong Kong SAR",2008,Total,HONG KONG SAR,"Final figure, complete",2009,3297500,
"China, Hong Kong SAR",2009,Total,HONG KONG SAR,"Final figure, complete",2009,3296200,
Germany,2011,Total,BERLIN,"Final figure, complete",2014,3292365,
"China, Hong Kong SAR",2007,Total,HONG KONG SAR,"Final figure, complete",2009,3287400,
"China, Hong Kong SAR",2001,Total,HONG KONG SAR,"Final figure, complete",2002,3285344,
"China, Hong Kong SAR",2006,Total,HONG KONG SAR,"Final figure, complete",2006,3270100,
Spain,2010,Total,MADRID,"Final figure, complete",2012,3269044,
"China, Hong Kong SAR",2004,Total,HONG KONG SAR,"Final figure, complete",2005,3266800,
Spain,2009,Total,MADRID,"Final figure, complete",2011,3264497,
"China, Hong Kong SAR",2005,Total,HONG KONG SAR,"Final figure, complete",2006,3264000,
Spain,2011,Total,MADRID,"Final figure, complete",2013,3249283,
China,2000,Total,Dalian,"Final figure, complete",2002,3245191,
Colombia,2005,Total,"BOGOTÃÅ, D.C.","Final figure, complete",2008,3240469,
Colombia,2005,Total,"BOGOTÃÅ, D.C.","Final figure, complete",2008,3232423,
China,2000,Total,Changchun,"Final figure, complete",2002,3225557,
Spain,2012,Total,MADRID,"Final figure, complete",2013,3220387,
Spain,2008,Total,MADRID,"Final figure, complete",2009,3213271,
India,2001,Total,Chennai (Madras),"Final figure, complete",2007,3204718,5
Spain,2011,Total,MADRID,"Final figure, complete",2014,3198645,
Spain,2013,Total,MADRID,"Final figure, complete",2014,3186241,
Chile,2012,Total,SANTIAGO,"Final figure, complete",2012,3161710,"31,32"
Chile,2011,Total,SANTIAGO,"Final figure, complete",2012,3136942,"31,32"
Kenya,2009,Total,NAIROBI,"Final figure, complete",2016,3133518,
Kenya,2009,Total,NAIROBI,"Final figure, complete",2016,3133518,56
Australia,2001,Total,Melbourne,"Final figure, complete",2009,3132900,"46,50"
Spain,2006,Total,MADRID,"Final figure, complete",2007,3128600,
Chile,2010,Total,SANTIAGO,"Final figure, complete",2011,3109244.5,31
Canada,2014,Total,Toronto,Provisional figure,2015,3095393,33
Saudi Arabia,2010,Total,RIYADH,"Final figure, complete",2016,3059287,
China,2000,Total,Dongguan,"Final figure, complete",2002,3035742,
China,2000,Total,Kunming,"Final figure, complete",2002,3035406,
Chile,2006,Total,SANTIAGO,"Final figure, complete",2006,3030173,"31,34"
Bangladesh,2001,Total,DHAKA,"Final figure, complete",2006,3025395,
Thailand,2000,Total,BANGKOK,"Final figure, complete",2000,3011711,30
Thailand,2000,Total,BANGKOK,"Final figure, complete",2000,3011711,30
China,2000,Total,Jinan,"Final figure, complete",2002,2999934,
United States of America,2000,Total,San Francisco (CA),"Final figure, complete",2002,2995769,"3,4"
India,2001,Total,Bangalore,"Final figure, complete",2007,2988561,5
Chile,2012,Total,SANTIAGO,"Final figure, complete",2012,2987044,"31,32"
China,2000,Total,Guiyang,"Final figure, complete",2002,2985105,
India,2001,Total,Hyderabad,"Final figure, complete",2007,2973472,5
Argentina,1991,Total,BUENOS AIRES,"Final figure, complete",1991,2965403,
Chile,2011,Total,SANTIAGO,"Final figure, complete",2012,2963123,"31,32"
Canada,2014,Total,Toronto,Provisional figure,2015,2960331,33
Brazil,2010,Total,Rio de Janeiro,"Final figure, complete",2012,2959817,
Brazil,2010,Total,Rio de Janeiro,"Final figure, complete",2012,2959817,
Spain,2001,Total,MADRID,"Final figure, complete",2009,2938723,
Chile,2010,Total,SANTIAGO,"Final figure, complete",2011,2936159.5,31
Canada,2010,Total,Toronto,"Final figure, complete",2012,2922423,"35,36"
Spain,2001,Total,MADRID,"Final figure, complete",2002,2912705,57
United States of America,2000,Total,Phoenix (AZ),"Final figure, complete",2002,2907049,"3,4"
United States of America,2000,Total,Chicago (IL),"Final figure, complete",2002,2896016,"3,4"
Republic of Korea,2015,Total,Incheon,"Final figure, complete",2015,2886172,18
Canada,2011,Total,Toronto,"Final figure, complete",2013,2874115,
Italy,2014,Total,ROMA,"Final figure, complete",2015,2867671.5,
Canada,2009,Total,Toronto,Provisional figure,2009,2861857,"33,35,38"
Chile,2006,Total,SANTIAGO,"Final figure, complete",2006,2860572,"31,34"
United States of America,2008,Total,Chicago (IL),"Final figure, complete",2009,2853114,"3,4"
United States of America,2009,Total,Chicago (IL),"Final figure, complete",2011,2851268,"3,4"
United States of America,2005,Total,Chicago (IL),"Final figure, complete",2005,2842518,"3,4"
Republic of Korea,2014,Total,Incheon,"Final figure, complete",2014,2837935,18
United States of America,2007,Total,Chicago (IL),"Final figure, complete",2008,2836658,"3,4"
Canada,2010,Total,Toronto,"Final figure, complete",2012,2818996,"35,36"
China,2000,Total,Zibo,"Final figure, complete",2002,2817479,
Chile,2002,Total,SANTIAGO,"Final figure, complete",2007,2813104,34
India,2001,Total,Surat,"Final figure, complete",2007,2811614,5
Canada,2008,Total,Toronto,Provisional figure,2008,2810336,"38,40"
Canada,2014,Total,Toronto,Provisional figure,2015,2808503,33
Ukraine,2013,Total,KYIV,"Final figure, complete",2013,2803716,
Canada,2007,Total,Toronto,"Final figure, complete",2007,2802353,
Saudi Arabia,2004,Total,Jiddah,"Final figure, complete",2006,2801481,
Ukraine,2012,Total,KYIV,"Final figure, complete",2012,2772951,
Italy,2011,Total,ROMA,Provisional figure,2012,2771584.5,
India,2001,Total,Hyderabad,"Final figure, complete",2007,2768564,5
Iran (Islamic Republic of),2011,Total,Mashhad,"Final figure, complete",2013,2766258,
Indonesia,2010,Total,Surabaya,"Final figure, complete",2011,2765487,
Philippines,2010,Total,Quezon City,"Final figure, complete",2013,2761720,
Canada,2009,Total,Toronto,Provisional figure,2009,2761593,"33,35,38"
Ukraine,2011,Total,KYIV,"Final figure, complete",2011,2757892,
Italy,2010,Total,ROMA,"Final figure, complete",2011,2752636.5,
Italy,2013,Total,ROMA,"Final figure, complete",2014,2751082,
Canada,2006,Total,Toronto,"Final figure, complete",2006,2747399,
Russian Federation,2012,Total,St. Petersburg,"Final figure, complete",2013,2743227,
Democratic People's Republic of Korea,1993,Total,PYONGYANG,"Final figure, complete",1993,2741260,
Myanmar,2014,Total,Yangon,Provisional figure,2014,2740816,
Italy,2009,Total,ROMA,"Final figure, complete",2010,2734071.5,
Ukraine,2009,Total,KYIV,"Final figure, complete",2009,2724224,
Saudi Arabia,1992,Total,RIYADH,"Final figure, complete",2002,2723222,
China,2000,Total,Qingdao,"Final figure, complete",2002,2720972,
Canada,2008,Total,Toronto,Provisional figure,2008,2720927,"38,40"
India,2001,Total,Kanpur,"Final figure, complete",2007,2715555,5
United States of America,2012,Total,Chicago (IL),"Final figure, complete",2014,2714856,"3,26"
Russian Federation,2011,Total,St. Petersburg,"Final figure, complete",2012,2714161,
India,2001,Total,Bangalore,"Final figure, complete",2007,2712885,5
United States of America,2000,Total,Seattle (WA),"Final figure, complete",2002,2712205,"3,4"
Italy,2008,Total,ROMA,"Final figure, complete",2009,2710932,
Canada,2011,Total,Toronto,"Final figure, complete",2013,2708950,
Canada,2007,Total,Toronto,"Final figure, complete",2007,2707521,
Pakistan,1998,Total,Lahore,"Final figure, complete",2000,2707220,20
China,2000,Total,Shenyang,"Final figure, complete",2002,2700380,
Ukraine,2008,Total,KYIV,"Final figure, complete",2008,2698926,
United States of America,2010,Total,Chicago (IL),"Final figure, complete",2013,2695598,"3,4"
Canada,2005,Total,Toronto,Provisional figure,2005,2694607,
Russian Federation,2010,Total,St. Petersburg,"Final figure, complete",2013,2690648,
Russian Federation,2010,Total,St. Petersburg,"Final figure, complete",2013,2690648,
United States of America,2000,Total,Philadelphia (PA),"Final figure, complete",2002,2690504,"3,4"
Philippines,2007,Total,Quezon City,"Final figure, complete",2012,2679450,
Ukraine,2007,Total,KYIV,"Final figure, complete",2007,2676789,
Republic of Korea,2011,Total,Incheon,"Final figure, complete",2012,2675476,18
Brazil,2010,Total,Salvador,"Final figure, complete",2012,2674923,
Brazil,2010,Total,Salvador,"Final figure, complete",2012,2674923,
United States of America,2000,Total,San Diego (CA),"Final figure, complete",2002,2674436,"3,4"
Mexico,2010,Total,Puebla-Tlaxcala,"Final figure, complete",2011,2668437,
Mexico,2010,Total,San MartÃ_n Texmelucan,"Final figure, complete",2011,2668437,
Japan,2010,Total,Osaka,"Final figure, complete",2012,2665314,13
Republic of Korea,2010,Total,Incheon,"Final figure, complete",2011,2660610,
Canada,2006,Total,Toronto,"Final figure, complete",2006,2658925,
Chile,2015,Total,SANTIAGO,"Final figure, complete",2015,2652345,41
Republic of Korea,2009,Total,Icheon,"Final figure, complete",2009,2645189,
Canada,2004,Total,Toronto,"Final figure, complete",2004,2641913,
Chile,2014,Total,SANTIAGO,"Final figure, complete",2014,2641573,"31,41"
Japan,2004,Total,Osaka,"Final figure, complete",2004,2635405,"12,13"
Chile,2013,Total,SANTIAGO,"Final figure, complete",2013,2630534,"31,41"
Republic of Korea,2008,Total,Incheon,"Final figure, complete",2008,2629253,
Japan,2005,Total,Osaka,"Final figure, complete",2007,2628811,"12,13"
Canada,2006,Total,Toronto,"Final figure, complete",2011,2626895,42
Italy,2007,Total,ROMA,"Final figure, complete",2008,2626640,
Italy,2006,Total,ROMA,"Final figure, complete",2007,2626640,
Italy,2012,Total,ROMA,Provisional figure,2013,2626553,
Japan,2003,Total,Osaka,"Final figure, complete",2003,2625360,"12,13"
Ukraine,2005,Total,KYIV,"Final figure, complete",2005,2625094,
Italy,2011,Total,ROMA,"Final figure, complete",2012,2617175,
Chile,2002,Total,SANTIAGO,"Final figure, complete",2007,2615486,34
Canada,2011,Total,Toronto,"Final figure, complete",2013,2615060,
Republic of Korea,2007,Total,Incheon,"Final figure, complete",2008,2612866,
Indonesia,2005,Total,Surabaya,"Final figure, complete",2008,2611506,"22,23"
Canada,2005,Total,Toronto,Provisional figure,2005,2609483,
China,2000,Total,Shenyang,"Final figure, complete",2002,2602673,
Japan,2000,Total,Osaka,"Final figure, complete",2009,2598774,"12,13"
Republic of Korea,2006,Total,Incheon,"Final figure, complete",2007,2596317,
China,2000,Total,Zhengzhou,"Final figure, complete",2002,2589387,
Canada,2003,Total,Toronto,"Final figure, complete",2003,2587843,
Chile,2009,Total,SANTIAGO,"Final figure, complete",2009,2584665,31
Chile,2004,Total,SANTIAGO,"Final figure, complete",2004,2584280,"31,34"
Democratic People's Republic of Korea,2008,Total,PYONGYANG,"Final figure, complete",2009,2581076,
Egypt,2006,Total,Giza,"Final figure, complete",2011,2572581,
Chile,2008,Total,SANTIAGO,"Final figure, complete",2008,2570931,31
Ukraine,2001,Total,KYIV,"Final figure, complete",2003,2566953,
Hungary,2014,Total,BUDAPEST,"Final figure, complete",2015,2565035,
Canada,2004,Total,Toronto,"Final figure, complete",2004,2561658,
Hungary,2011,Total,BUDAPEST,"Final figure, complete",2012,2558672,
China,2000,Total,Taiyuan,"Final figure, complete",2002,2558382,
Chile,2007,Total,SANTIAGO,"Final figure, complete",2007,2557124,"31,34"
Thailand,2000,Total,Nakhon Ratchasima,"Final figure, complete",2000,2556260,30
India,2001,Total,Kanpur,"Final figure, complete",2007,2551337,5
Hungary,2013,Total,BUDAPEST,Provisional figure,2014,2548428,
Italy,2004,Total,ROMA,"Final figure, complete",2005,2547938,
Italy,2005,Total,ROMA,"Final figure, complete",2006,2547677,
United States of America,2000,Total,Miami (FL),"Final figure, complete",2002,2547353,"3,4"
Italy,2001,Total,ROMA,"Final figure, complete",2009,2546804,
Italy,2003,Total,ROMA,"Final figure, complete",2004,2542003,
Hungary,2010,Total,BUDAPEST,"Final figure, complete",2011,2540239,
India,2001,Total,Pune,"Final figure, complete",2007,2538473,5
Russian Federation,2004,Total,St. Petersburg,"Final figure, complete",2005,2536665,"16,17"
Chile,2002,Total,SANTIAGO,"Final figure, complete",2002,2536571,34
Russian Federation,2009,Total,St. Petersburg,"Final figure, complete",2010,2534867,
Hungary,2012,Total,BUDAPEST,"Final figure, complete",2013,2534365,
Republic of Korea,2005,Total,Incheon,"Final figure, complete",2007,2531280,
Russian Federation,2008,Total,St. Petersburg,"Final figure, complete",2009,2526740,
Russian Federation,2006,Total,St. Petersburg,"Final figure, complete",2007,2525724,"16,17"
Russian Federation,2007,Total,St. Petersburg,"Final figure, complete",2008,2523379,
Hungary,2009,Total,BUDAPEST,"Final figure, complete",2010,2516218,
Canada,2003,Total,Toronto,"Final figure, complete",2003,2513767,
Myanmar,1983,Total,Yangon,"Final figure, complete",1983,2513023,
Canada,2006,Total,Toronto,"Final figure, complete",2011,2503280,42
India,2001,Total,Kolkata (Calcutta),"Final figure, complete",2007,2500040,5
Chile,2015,Total,SANTIAGO,"Final figure, complete",2015,2497665,41
Hungary,2008,Total,BUDAPEST,"Final figure, complete",2009,2489471,
Chile,2014,Total,SANTIAGO,"Final figure, complete",2014,2486468,"31,41"
Canada,2006,Total,Toronto,"Final figure, complete",2011,2486250,42
Republic of Korea,2006,Total,Daegu (Taegu),"Final figure, complete",2007,2484022,
Canada,2001,Total,Toronto,"Final figure, complete",2009,2481495,
Brazil,2010,Total,BRASILIA,"Final figure, complete",2012,2481272,
Brazil,2010,Total,BRASILIA,"Final figure, complete",2012,2481272,
Republic of Korea,2000,Total,Daegu (Taegu),"Final figure, complete",2002,2480578,
Chile,2013,Total,SANTIAGO,"Final figure, complete",2013,2475326,"31,41"
Republic of Korea,2000,Total,Incheon,"Final figure, complete",2002,2475139,
Republic of Korea,2013,Total,Daegu (Taegu),"Final figure, complete",2013,2471357,18
China,2000,Total,Chaoyang (Guangdong),"Final figure, complete",2002,2470812,
Canada,2014,Total,Vancouver,Provisional figure,2015,2470289,33
Republic of Korea,2007,Total,Daegu (Taegu),"Final figure, complete",2008,2470247,
